Date,Open,High,Low,Close,Increase
2024/9/6,904.7829638,913.7412109,898.810799,913.7412109,
2024/9/9,887.8618202,895.8247065,886.8664594,894.8293457,
2024/9/10,902.7922347,906.7736779,896.82007,899.8061523,
2024/9/11,901.7968723,901.7968723,895.8247076,896.8200684,
2024/9/12,931.6577169,939.6206034,923.6948305,935.6391602,
2024/9/13,950.569576,950.569576,934.643803,942.6066895,
2024/9/16,947.5834935,947.5834935,938.6252462,942.6066895,
2024/9/18,940.6159647,943.6020471,928.671635,936.6345215,
2024/9/19,935.6391703,955.5463867,931.6577271,955.5463867,
2024/9/20,976.4489091,977.4442698,966.4953014,968.4860229,
2024/9/23,966.4953037,972.4674683,966.4953037,972.4674683,
2024/9/24,971.4721131,982.4210815,966.4953092,982.4210815,
2024/9/25,995.3607815,1000.337585,993.37006,1000.337585,
2024/9/26,1005.314395,1010.291199,1000.337591,1010.291199,
2024/9/27,1015.267994,1020.244798,995.3607788,995.3607788,
2024/9/30,973.4628799,985.4072097,952.5603027,952.5603027,
2024/10/1,962.5138578,972.4674654,962.5138578,967.4906616,
2024/10/4,981.4257152,981.4257152,962.5138606,972.4674683,
2024/10/7,988.3932561,1005.314389,984.4118129,1000.337585,
2024/10/8,995.3607842,1005.314392,992.3747019,1005.314392,
2024/10/9,1025.221613,1030.198417,1015.268005,1015.268005,
2024/10/11,1020.244763,1045.128781,1015.267959,1040.151978,
2024/10/14,1040.151978,1050.105585,1030.19837,1040.151978,
2024/10/15,1045.128796,1070.012815,1045.128796,1065.036011,
2024/10/16,1035.175174,1065.035996,1030.19837,1040.151978,
2024/10/17,1045.128775,1050.105579,1025.221561,1030.198364,
2024/10/18,1089.920038,1094.896842,1070.012823,1079.966431,
2024/10/21,1084.943234,1089.920038,1074.989627,1079.966431,
2024/10/22,1060.05921,1070.012817,1055.082406,1070.012817,
2024/10/23,1055.082397,1065.036005,1050.105594,1055.082397,
2024/10/24,1065.036005,1070.012809,1050.105594,1055.082397,
2024/10/25,1060.059204,1065.036008,1055.0824,1060.059204,
2024/10/28,1070.012803,1074.989607,1045.128784,1045.128784,
2024/10/29,1030.198367,1035.175171,1015.267956,1035.175171,
2024/10/30,1035.175165,1050.105576,1025.221558,1025.221558,
2024/11/1,991.379349,1025.221616,991.379349,1020.244812,
2024/11/4,1025.221563,1040.151975,1020.24476,1035.175171,
2024/11/5,1025.221569,1050.105588,1025.221569,1045.128784,
2024/11/6,1045.12879,1074.989613,1035.175182,1055.082397,
2024/11/7,1045.128793,1070.012812,1045.128793,1060.059204,
2024/11/8,1079.966433,1084.943237,1074.98963,1084.943237,
2024/11/11,1074.989627,1084.943234,1065.036019,1079.966431,
2024/11/12,1055.082392,1060.059195,1045.128784,1045.128784,
2024/11/13,1040.151972,1045.128775,1030.198364,1030.198364,
2024/11/14,1025.221561,1035.175168,1020.244757,1030.198364,
2024/11/15,1035.175168,1040.151972,1025.221561,1030.198364,
2024/11/18,1025.221616,1030.19842,1015.268008,1020.244812,
2024/11/19,1025.221563,1040.151975,1020.24476,1035.175171,
2024/11/20,1020.244812,1020.244812,1020.244812,1020.244812,
2024/11/21,1015.268,1020.244804,1005.314392,1005.314392,
2024/11/22,1030.198367,1045.128778,1030.198367,1035.175171,
2024/11/25,1040.151969,1045.128772,1025.221558,1025.221558,
2024/11/26,1010.291196,1015.268,1005.314392,1005.314392,
2024/11/27,1005.314387,1015.267994,995.3607788,995.3607788,
2024/11/28,1000.337585,1000.337585,987.3978953,1000.337585,
2024/11/29,990.3839727,1005.314384,989.3886119,991.3793335,
2024/12/2,1015.267953,1035.175168,1010.291149,1030.198364,
2024/12/3,1055.082395,1060.059198,1050.105591,1050.105591,
2024/12/4,1060.059207,1065.036011,1050.105599,1065.036011,
2024/12/5,1065.036014,1074.989621,1065.036014,1070.012817,
2024/12/6,1070.012812,1074.989615,1055.0824,1060.059204,
2024/12/9,1065.036014,1070.012817,1060.05921,1070.012817,
2024/12/10,1065.036008,1070.012812,1055.0824,1060.059204,
2024/12/11,1040.151978,1055.082389,1040.151978,1040.151978,
2024/12/12,1055.082397,1060.059201,1050.105594,1055.082397,
2024/12/13,1055.0824,1065.036008,1050.105597,1060.059204,
2024/12/16,1079.966431,1079.966431,1070.012823,1079.966431,
2024/12/17,1084.943229,1089.920033,1070.012817,1070.012817,
2024/12/18,1070.012823,1084.943234,1065.036019,1079.966431,
2024/12/19,1060.059207,1065.036011,1050.105599,1065.036011,
2024/12/20,1055.082383,1055.082383,1030.198364,1030.198364,
2024/12/23,1060.059213,1074.989624,1055.082409,1074.989624,
2024/12/24,1089.920035,1089.920035,1074.989624,1074.989624,
2024/12/25,1084.943234,1084.943234,1074.989627,1079.966431,
2024/12/26,1079.966431,1084.943234,1079.966431,1079.966431,
2024/12/27,1074.98963,1089.920041,1074.98963,1084.943237,
2024/12/30,1084.943237,1089.920041,1079.966433,1084.943237,
2024/12/31,1074.989621,1079.966425,1070.012817,1070.012817,
2025/1/2,1065.036008,1070.012812,1050.105597,1060.059204,
2025/1/3,1074.989621,1079.966425,1070.012817,1070.012817,
2025/1/6,1094.896864,1119.780884,1089.92006,1119.780884,
2025/1/7,1144.664906,1154.618514,1124.75769,1124.75769,
2025/1/8,1104.850461,1124.757677,1099.873657,1099.873657,
2025/1/9,1094.896851,1109.827262,1094.896851,1094.896851,
2025/1/10,1094.896851,1104.850458,1094.896851,1094.896851,
2025/1/13,1104.850444,1109.827248,1065.036014,1070.012817,
2025/1/14,1079.966433,1084.943237,1070.012826,1084.943237,
2025/1/15,1079.966419,1079.966419,1060.059204,1060.059204,
2025/1/16,1089.920049,1109.827265,1084.943246,1099.873657,
2025/1/17,1119.780881,1119.780881,1089.920058,1114.804077,
2025/1/20,1119.780881,1129.734489,1114.804077,1114.804077,
2025/1/21,1109.827273,1119.780881,1104.850469,1114.804077,
2025/1/22,1134.711301,1144.664909,1129.734497,1129.734497,
2025/2/3,1060.059207,1070.012815,1055.082403,1065.036011,
2025/2/4,1079.966436,1094.896848,1074.989632,1089.920044,
2025/2/5,1104.850464,1114.804072,1099.87366,1104.850464,
2025/2/6,1114.804074,1114.804074,1099.873663,1109.827271,
2025/2/7,1104.850472,1119.780884,1099.873668,1119.780884,
2025/2/10,1119.780873,1119.780873,1089.920049,1099.873657,
2025/2/11,1104.850464,1109.827268,1094.896856,1104.850464,
2025/2/12,1104.850458,1109.827262,1094.896851,1094.896851,
2025/2/13,1084.943237,1089.920041,1074.98963,1084.943237,
2025/2/14,1060.059201,1065.036005,1055.082397,1055.082397,
2025/2/17,1060.059215,1079.966431,1060.059215,1079.966431,
2025/2/18,1079.966439,1094.896851,1074.989635,1094.896851,
2025/2/19,1084.943237,1089.920041,1079.966433,1084.943237,
2025/2/20,1074.989624,1079.966428,1065.036016,1074.989624,
2025/2/21,1079.966436,1089.920044,1074.989632,1089.920044,
2025/2/24,1074.989621,1079.966425,1070.012817,1070.012817,
2025/2/25,1050.105591,1055.082395,1045.128787,1050.105591,
2025/2/26,1040.151986,1055.082397,1040.151986,1055.082397,
2025/2/27,1060.059189,1060.059189,1035.175171,1035.175171,
2025/3/3,995.3607896,1015.268005,995.3607896,1015.268005,
2025/3/4,991.3793357,1005.314387,991.3793357,995.3607788,
2025/3/5,1015.268005,1025.221613,1010.291201,1015.268005,
2025/3/6,1015.267997,1020.244801,1000.337585,1000.337585,
2025/3/7,1000.337585,1005.314389,995.3607815,1000.337585,
2025/3/10,1000.337582,1000.337582,987.3978915,993.3700562,
2025/3/11,964.5045788,974.4581864,958.5324142,966.4953003,
2025/3/12,975.4535567,990.3839683,971.4721136,983.4164429,
2025/3/13,995.3608221,1000.337626,960.5231934,960.5231934,
2025/3/14,960.5231903,964.5046336,950.5695821,954.5510254,
2025/3/17,972.4674643,980.4303504,963.5092174,965.499939,
2025/3/18,976.0,978.0,968.0,971.0,
2025/3/19,965.0,967.0,950.0,952.0,
2025/3/20,978.0,985.0,971.0,985.0,
2025/3/21,985.0,987.0,970.0,972.0,
2025/3/24,986.0,987.0,972.0,972.0,
2025/3/25,989.0,995.0,985.0,990.0,
2025/3/26,995.0,995.0,980.0,980.0,
2025/3/27,961.0,964.0,958.0,958.0,
2025/3/28,946.0,955.0,946.0,952.0,
2025/3/31,920.0,924.0,910.0,910.0,
2025/4/1,929.0,946.0,925.0,944.0,
2025/4/2,949.0,952.0,938.0,942.0,
2025/4/7,848.0,848.0,848.0,848.0,
2025/4/10,863.0,863.0,863.0,863.0,
2025/4/11,848.0,889.0,836.0,889.0,
2025/4/14,895.0,903.0,865.0,865.0,
2025/4/15,874.0,879.0,865.0,877.0,
2025/4/16,867.0,869.0,852.0,855.0,
2025/4/17,849.0,856.0,842.0,847.0,
2025/4/18,853.0,858.0,850.0,850.0,
2025/4/23,853.0,873.0,848.0,873.0,
2025/4/24,886.0,886.0,859.0,864.0,
2025/4/25,900.0,901.0,886.0,888.0,
2025/4/28,898.0,898.0,893.0,897.0,
2025/4/29,897.0,902.0,893.0,902.0,
2025/4/30,901.0,908.0,899.0,908.0,
2025/5/2,938.0,950.0,932.0,950.0,
2025/5/5,956.0,957.0,923.0,938.0,
2025/5/6,916.0,930.0,916.0,920.0,
2025/5/7,925.0,932.0,911.0,928.0,
2025/5/8,933.0,939.0,918.0,918.0,
2025/5/9,938.0,949.0,934.0,949.0,
2025/5/12,954.0,962.0,952.0,957.0,
2025/5/13,990.0,990.0,969.0,969.0,
2025/5/14,990.0,999.0,988.0,999.0,
2025/5/15,1000.0,1000.0,993.0,993.0,
2025/5/16,991.0,998.0,989.0,998.0,
2025/5/19,993.0,994.0,980.0,984.0,
2025/5/20,991.0,994.0,978.0,978.0,
2025/5/21,986.0,999.0,983.0,990.0,
2025/5/22,988.0,988.0,979.0,982.0,
2025/5/23,993.0,993.0,975.0,984.0,
2025/5/26,975.0,984.0,975.0,976.0,
2025/5/27,971.0,975.0,961.0,965.0,
2025/5/28,984.0,985.0,967.0,967.0,
2025/5/29,986.0,986.0,967.0,967.0,
2025/6/2,958.0,961.0,946.0,946.0,
2025/6/3,960.0,965.0,950.0,950.0,
2024/5/22,837.841562,857.6721315,835.858505,856.680603,
2024/6/5,833.8754496,849.7399053,827.9262788,846.7653198,
